Episode: 377  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 378  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 379  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 380  , Workload: 0 , Epsilon: 0.08, Reward: 1596.22     
Episode: 381  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 382  , Workload: 0 , Epsilon: 0.08, Reward: 1365.06     
Episode: 383  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 384  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 385  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 386  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 387  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 388  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 389  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 390  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 391  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 392  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 393  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 394  , Workload: 0 , Epsilon: 0.08, Reward: 0.00        
Episode: 395  , Workload: 1 , Epsilon: 0.08, Reward: 0.00        
Episode: 396  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 397  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 398  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 399  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 400  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 401  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 402  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 403  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 404  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 405  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 406  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 407  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 408  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 409  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 410  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 411  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 412  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 413  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 414  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 415  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 416  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 417  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 418  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 419  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 420  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 421  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 422  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 423  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 424  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 425  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 426  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 427  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 428  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 429  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 430  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 431  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 432  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 433  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 434  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 435  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 436  , Workload: 0 , Epsilon: 0.07, Reward: 592.04      
Episode: 437  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 438  , Workload: 0 , Epsilon: 0.07, Reward: 1038.02     
Episode: 439  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 440  , Workload: 0 , Epsilon: 0.07, Reward: 1845.42     
Episode: 441  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 442  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 443  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 444  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 445  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 446  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 447  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
Episode: 448  , Workload: 0 , Epsilon: 0.07, Reward: 0.00        
Episode: 449  , Workload: 1 , Epsilon: 0.07, Reward: 0.00        
